fecha_desde,fecha_hasta,lugar,categoria,precio,fuente_pdf
21/10/2019,25/10/2019,VERAGUAS,VACA DE CARNE,1.6,del-21-10-19-al-25-10-19.pdf
21/10/2019,25/10/2019,VERAGUAS,VACA DE CARNE PARA CEBA,1.4,del-21-10-19-al-25-10-19.pdf
21/10/2024,25/10/2024,AZUERO,MEDIA CEBA CRUZADO DE LECHE,2.55,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,AZUERO,MEDIA CEBA DE CARNE,2.59,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,AZUERO,NOVILLA CRUZADA DE LECHE,2.1,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,AZUERO,NOVILLA DE CARNE,2.25,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,AZUERO,NOVILLO CRUZADO DE LECHE,2.42,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,AZUERO,NOVILLO DE CARNE,2.49,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,AZUERO,TERNERA CRUZADA DE LECHE,2.15,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,AZUERO,TERNERA DE CARNE,2.31,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,AZUERO,TERNERO CRUZADO DE LECHE,2.05,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,AZUERO,TORO CRUZADO DE LECHE,2.3,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,AZUERO,TORO DE CARNE,2.43,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,AZUERO,VACA CRUZADA DE LECHE,2.0,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,AZUERO,VACA CRUZADA DE LECHE PARA CEBA,1.88,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,AZUERO,VACA DE CARNE,2.2,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,AZUERO,VACA DE CARNE PARA CEBA,1.75,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,BAGALA,MEDIA CEBA CRUZADO DE LECHE,2.35,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,BAGALA,MEDIA CEBA DE CARNE,2.53,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,BAGALA,NOVILLA CRUZADA DE LECHE,2.2,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,BAGALA,NOVILLA DE CARNE,2.26,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,BAGALA,NOVILLO CRUZADO DE LECHE,2.35,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,BAGALA,NOVILLO DE CARNE,2.44,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,BAGALA,TERNERA CRUZADA DE LECHE,2.05,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,BAGALA,TERNERA DE CARNE,2.31,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,BAGALA,TERNERO CRUZADO DE LECHE,2.35,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,BAGALA,TORO CRUZADO DE LECHE,2.35,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,BAGALA,TORO DE CARNE,2.43,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,BAGALA,VACA CRUZADA DE LECHE,2.02,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,BAGALA,VACA CRUZADA DE LECHE PARA CEBA,1.85,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,BAGALA,VACA DE CARNE,2.19,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,BAGALA,VACA DE CARNE PARA CEBA,2.13,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,CHEPO,MEDIA CEBA CRUZADO DE LECHE,2.4,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,CHEPO,MEDIA CEBA DE CARNE,2.5,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,CHEPO,NOVILLA CRUZADA DE LECHE,2.14,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,CHEPO,NOVILLA DE CARNE,2.25,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,CHEPO,NOVILLO CRUZADO DE LECHE,2.43,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,CHEPO,NOVILLO DE CARNE,2.45,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,CHEPO,TERNERA CRUZADA DE LECHE,2.2,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,CHEPO,TERNERA DE CARNE,2.52,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,CHEPO,TERNERO CRUZADO DE LECHE,2.53,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,CHEPO,TORO CRUZADO DE LECHE,2.35,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,CHEPO,TORO DE CARNE,2.49,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,CHEPO,VACA CRUZADA DE LECHE,1.98,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,CHEPO,VACA CRUZADA DE LECHE PARA CEBA,2.1,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,CHEPO,VACA DE CARNE,2.21,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,CHEPO,VACA DE CARNE PARA CEBA,2.08,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,COCLE,MEDIA CEBA CRUZADO DE LECHE,2.3,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,COCLE,MEDIA CEBA DE CARNE,2.57,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,COCLE,NOVILLA CRUZADA DE LECHE,2.08,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,COCLE,NOVILLA DE CARNE,2.24,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,COCLE,NOVILLO CRUZADO DE LECHE,2.38,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,COCLE,NOVILLO DE CARNE,2.47,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,COCLE,TERNERA CRUZADA DE LECHE,2.0,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,COCLE,TERNERA DE CARNE,2.22,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,COCLE,TERNERO CRUZADO DE LECHE,2.0,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,COCLE,TORO CRUZADO DE LECHE,2.3,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,COCLE,TORO DE CARNE,2.44,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,COCLE,VACA CRUZADA DE LECHE,2.0,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,COCLE,VACA CRUZADA DE LECHE PARA CEBA,1.88,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,COCLE,VACA DE CARNE,2.2,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,COCLE,VACA DE CARNE PARA CEBA,1.85,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,DARIEN,MEDIA CEBA CRUZADO DE LECHE,2.35,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,DARIEN,MEDIA CEBA DE CARNE,2.51,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,DARIEN,NOVILLA CRUZADA DE LECHE,2.15,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,DARIEN,NOVILLA DE CARNE,2.28,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,DARIEN,NOVILLO CRUZADO DE LECHE,2.44,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,DARIEN,NOVILLO DE CARNE,2.47,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,DARIEN,TERNERA CRUZADA DE LECHE,2.05,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,DARIEN,TERNERA DE CARNE,2.37,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,DARIEN,TERNERO CRUZADO DE LECHE,2.25,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,DARIEN,TORO CRUZADO DE LECHE,2.3,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,DARIEN,TORO DE CARNE,2.55,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,DARIEN,VACA CRUZADA DE LECHE,2.02,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,DARIEN,VACA CRUZADA DE LECHE PARA CEBA,1.99,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,DARIEN,VACA DE CARNE,2.22,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,DARIEN,VACA DE CARNE PARA CEBA,2.05,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,TORTI,MEDIA CEBA CRUZADO DE LECHE,2.3,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,TORTI,MEDIA CEBA DE CARNE,2.5,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,TORTI,NOVILLA CRUZADA DE LECHE,2.17,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,TORTI,NOVILLA DE CARNE,2.25,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,TORTI,NOVILLO CRUZADO DE LECHE,2.36,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,TORTI,NOVILLO DE CARNE,2.45,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,TORTI,TERNERA CRUZADA DE LECHE,2.22,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,TORTI,TERNERA DE CARNE,2.51,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,TORTI,TERNERO CRUZADO DE LECHE,2.55,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,TORTI,TORO CRUZADO DE LECHE,2.43,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,TORTI,TORO DE CARNE,2.51,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,TORTI,VACA CRUZADA DE LECHE,2.04,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,TORTI,VACA CRUZADA DE LECHE PARA CEBA,1.93,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,TORTI,VACA DE CARNE,2.21,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,TORTI,VACA DE CARNE PARA CEBA,2.12,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,VERAGUAS,MEDIA CEBA CRUZADO DE LECHE,2.38,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,VERAGUAS,MEDIA CEBA DE CARNE,2.5,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,VERAGUAS,NOVILLA CRUZADA DE LECHE,2.16,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,VERAGUAS,NOVILLA DE CARNE,2.26,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,VERAGUAS,NOVILLO CRUZADO DE LECHE,2.4,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,VERAGUAS,NOVILLO DE CARNE,2.47,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,VERAGUAS,TERNERA CRUZADA DE LECHE,2.1,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,VERAGUAS,TERNERA DE CARNE,2.23,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,VERAGUAS,TERNERO CRUZADO DE LECHE,2.39,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,VERAGUAS,TERNERO DE CARNE,2.78,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,VERAGUAS,TORO CRUZADO DE LECHE,2.45,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,VERAGUAS,TORO DE CARNE,2.58,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,VERAGUAS,VACA CRUZADA DE LECHE,2.01,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,VERAGUAS,VACA CRUZADA DE LECHE PARA CEBA,1.6,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,VERAGUAS,VACA DE CARNE,2.2,del-21-10-24-al-25-10-24.pdf
21/10/2024,25/10/2024,VERAGUAS,VACA DE CARNE PARA CEBA,2.13,del-21-10-24-al-25-10-24.pdf
21/11/2022,25/11/2022,CHEPO,MEDIA CEBA DE CARNE,2.3,del-21-11-22-al-25-11-22.pdf
21/11/2022,25/11/2022,CHEPO,NOVILLA CRUZADA DE LECHE,1.88,del-21-11-22-al-25-11-22.pdf
21/11/2022,25/11/2022,CHEPO,NOVILLA DE CARNE,2.0,del-21-11-22-al-25-11-22.pdf
21/11/2022,25/11/2022,CHEPO,NOVILLO CRUZADO DE LECHE,2.1,del-21-11-22-al-25-11-22.pdf
21/11/2022,25/11/2022,CHEPO,NOVILLO DE CARNE,2.25,del-21-11-22-al-25-11-22.pdf
21/11/2022,25/11/2022,CHEPO,TERNERA DE CARNE,1.8,del-21-11-22-al-25-11-22.pdf
21/11/2022,25/11/2022,CHEPO,TORO CRUZADO DE LECHE,2.1,del-21-11-22-al-25-11-22.pdf
21/11/2022,25/11/2022,CHEPO,TORO DE CARNE,2.35,del-21-11-22-al-25-11-22.pdf
21/11/2022,25/11/2022,CHEPO,VACA CRUZADA DE LECHE,1.8,del-21-11-22-al-25-11-22.pdf
21/11/2022,25/11/2022,CHEPO,VACA CRUZADA DE LECHE PARA CEBA,1.4,del-21-11-22-al-25-11-22.pdf
21/11/2022,25/11/2022,CHEPO,VACA DE CARNE,1.92,del-21-11-22-al-25-11-22.pdf
21/11/2022,25/11/2022,CHEPO,VACA DE CARNE PARA CEBA,1.66,del-21-11-22-al-25-11-22.pdf
21/11/2022,25/11/2022,VERAGUAS,MEDIA CEBA DE CARNE,2.25,del-21-11-22-al-25-11-22.pdf
21/11/2022,25/11/2022,VERAGUAS,NOVILLA CRUZADA DE LECHE,1.8,del-21-11-22-al-25-11-22.pdf
21/11/2022,25/11/2022,VERAGUAS,NOVILLA DE CARNE,1.95,del-21-11-22-al-25-11-22.pdf
21/11/2022,25/11/2022,VERAGUAS,NOVILLO CRUZADO DE LECHE,2.05,del-21-11-22-al-25-11-22.pdf
21/11/2022,25/11/2022,VERAGUAS,NOVILLO DE CARNE,2.2,del-21-11-22-al-25-11-22.pdf
21/11/2022,25/11/2022,VERAGUAS,TERNERA DE CARNE,1.7,del-21-11-22-al-25-11-22.pdf
21/11/2022,25/11/2022,VERAGUAS,TORO CRUZADO DE LECHE,2.0,del-21-11-22-al-25-11-22.pdf
21/11/2022,25/11/2022,VERAGUAS,TORO DE CARNE,2.2,del-21-11-22-al-25-11-22.pdf
21/11/2022,25/11/2022,VERAGUAS,VACA CRUZADA DE LECHE,1.8,del-21-11-22-al-25-11-22.pdf
21/11/2022,25/11/2022,VERAGUAS,VACA CRUZADA DE LECHE PARA CEBA,1.4,del-21-11-22-al-25-11-22.pdf
21/11/2022,25/11/2022,VERAGUAS,VACA DE CARNE,1.85,del-21-11-22-al-25-11-22.pdf
21/11/2022,25/11/2022,VERAGUAS,VACA DE CARNE PARA CEBA,1.6,del-21-11-22-al-25-11-22.pdf
21/12/2020,24/12/2020,AZUERO,MEDIA CEBA CRUZADO DE LECHE,1.7,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,AZUERO,MEDIA CEBA DE CARNE,1.83,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,AZUERO,NOVILLA CRUZADA DE LECHE,1.55,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,AZUERO,NOVILLA DE CARNE,1.68,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,AZUERO,NOVILLO CRUZADO DE LECHE,1.75,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,AZUERO,NOVILLO DE CARNE,1.82,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,AZUERO,TERNERA CRUZADA DE LECHE,1.4,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,AZUERO,TERNERA DE CARNE,1.5,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,AZUERO,TERNERO CRUZADO DE LECHE,1.55,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,AZUERO,TERNERO DE CARNE,1.92,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,AZUERO,TORO CRUZADO DE LECHE,1.75,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,AZUERO,TORO DE CARNE,1.83,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,AZUERO,VACA CRUZADA DE LECHE,1.53,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,AZUERO,VACA CRUZADA DE LECHE PARA CEBA,1.4,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,AZUERO,VACA DE CARNE,1.6,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,AZUERO,VACA DE CARNE PARA CEBA,1.55,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,BAGALA,MEDIA CEBA CRUZADO DE LECHE,1.69,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,BAGALA,NOVILLA CRUZADA DE LECHE,1.5,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,BAGALA,NOVILLO CRUZADO DE LECHE,1.75,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,BAGALA,TERNERA CRUZADA DE LECHE,1.4,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,BAGALA,TERNERO CRUZADO DE LECHE,1.45,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,BAGALA,TERNERO DE CARNE,1.88,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,BAGALA,TORO CRUZADO DE LECHE,1.75,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,BAGALA,VACA CRUZADA DE LECHE,1.5,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,BAGALA,VACA CRUZADA DE LECHE PARA CEBA,1.2,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,BAGALA,VACA DE CARNE PARA CEBA,1.46,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,CHEPO,MEDIA CEBA CRUZADO DE LECHE,1.6,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,CHEPO,MEDIA CEBA DE CARNE,1.8,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,CHEPO,NOVILLA CRUZADA DE LECHE,1.55,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,CHEPO,NOVILLA DE CARNE,1.65,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,CHEPO,NOVILLO CRUZADO DE LECHE,1.7,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,CHEPO,NOVILLO DE CARNE,1.85,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,CHEPO,TERNERA CRUZADA DE LECHE,1.25,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,CHEPO,TERNERA DE CARNE,1.5,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,CHEPO,TERNERO CRUZADO DE LECHE,1.3,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,CHEPO,TERNERO DE CARNE,1.8,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,CHEPO,TORO CRUZADO DE LECHE,1.7,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,CHEPO,TORO DE CARNE,1.8,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,CHEPO,VACA CRUZADA DE LECHE,1.48,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,CHEPO,VACA CRUZADA DE LECHE PARA CEBA,1.1,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,CHEPO,VACA DE CARNE,1.58,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,CHEPO,VACA DE CARNE PARA CEBA,1.45,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,COCLE,MEDIA CEBA CRUZADO DE LECHE,1.65,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,COCLE,MEDIA CEBA DE CARNE,1.8,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,COCLE,NOVILLA CRUZADA DE LECHE,1.54,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,COCLE,NOVILLA DE CARNE,1.65,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,COCLE,NOVILLO CRUZADO DE LECHE,1.75,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,COCLE,NOVILLO DE CARNE,1.82,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,COCLE,TERNERA CRUZADA DE LECHE,1.45,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,COCLE,TERNERA DE CARNE,1.53,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,COCLE,TERNERO CRUZADO DE LECHE,1.6,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,COCLE,TERNERO DE CARNE,1.88,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,COCLE,TORO CRUZADO DE LECHE,1.77,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,COCLE,TORO DE CARNE,1.8,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,COCLE,VACA CRUZADA DE LECHE,1.51,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,COCLE,VACA CRUZADA DE LECHE PARA CEBA,1.4,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,COCLE,VACA DE CARNE,1.58,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,COCLE,VACA DE CARNE PARA CEBA,1.47,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,DARIEN,MEDIA CEBA CRUZADO DE LECHE,1.6,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,DARIEN,MEDIA CEBA DE CARNE,1.9,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,DARIEN,NOVILLA CRUZADA DE LECHE,1.55,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,DARIEN,NOVILLA DE CARNE,1.62,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,DARIEN,NOVILLO CRUZADO DE LECHE,1.7,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,DARIEN,NOVILLO DE CARNE,1.83,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,DARIEN,TERNERA CRUZADA DE LECHE,1.42,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,DARIEN,TERNERA DE CARNE,1.5,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,DARIEN,TERNERO CRUZADO DE LECHE,1.45,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,DARIEN,TERNERO DE CARNE,2.05,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,DARIEN,TORO CRUZADO DE LECHE,1.7,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,DARIEN,TORO DE CARNE,1.8,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,DARIEN,VACA CRUZADA DE LECHE,1.5,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,DARIEN,VACA CRUZADA DE LECHE PARA CEBA,1.3,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,DARIEN,VACA DE CARNE,1.58,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,DARIEN,VACA DE CARNE PARA CEBA,1.5,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,TORTI,MEDIA CEBA CRUZADO DE LECHE,1.6,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,TORTI,MEDIA CEBA DE CARNE,1.9,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,TORTI,NOVILLA CRUZADA DE LECHE,1.55,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,TORTI,NOVILLA DE CARNE,1.65,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,TORTI,NOVILLO CRUZADO DE LECHE,1.7,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,TORTI,NOVILLO DE CARNE,1.85,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,TORTI,TERNERA CRUZADA DE LECHE,1.4,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,TORTI,TERNERA DE CARNE,1.55,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,TORTI,TERNERO CRUZADO DE LECHE,1.42,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,TORTI,TERNERO DE CARNE,1.95,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,TORTI,TORO CRUZADO DE LECHE,1.7,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,TORTI,TORO DE CARNE,1.8,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,TORTI,VACA CRUZADA DE LECHE,1.5,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,TORTI,VACA CRUZADA DE LECHE PARA CEBA,1.3,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,TORTI,VACA DE CARNE,1.55,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,TORTI,VACA DE CARNE PARA CEBA,1.48,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,VERAGUAS,MEDIA CEBA CRUZADO DE LECHE,1.7,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,VERAGUAS,MEDIA CEBA DE CARNE,1.86,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,VERAGUAS,NOVILLA CRUZADA DE LECHE,1.56,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,VERAGUAS,NOVILLA DE CARNE,1.65,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,VERAGUAS,NOVILLO CRUZADO DE LECHE,1.77,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,VERAGUAS,NOVILLO DE CARNE,1.82,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,VERAGUAS,TERNERA CRUZADA DE LECHE,1.4,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,VERAGUAS,TERNERA DE CARNE,1.48,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,VERAGUAS,TERNERO CRUZADO DE LECHE,1.58,del-21-12-20-al-24-12-20.pdf
21/12/2020,24/12/2020,VERAGUAS,TERNERO DE CARNE,1.95,del-21-12-20-al-24-12-20.pdf
