fecha_desde,fecha_hasta,lugar,categoria,precio,fuente_pdf
16/12/2024,20/12/2024,CHEPO,TERNERA CRUZADA DE LECHE,2.3,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,CHEPO,TERNERA DE CARNE,2.33,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,CHEPO,TERNERO CRUZADO DE LECHE,2.2,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,CHEPO,TERNERO DE CARNE,2.79,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,CHEPO,TORO CRUZADO DE LECHE,2.35,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,CHEPO,TORO DE CARNE,2.48,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,CHEPO,VACA CRUZADA DE LECHE,2.05,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,CHEPO,VACA CRUZADA DE LECHE PARA CEBA,1.2,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,CHEPO,VACA DE CARNE,2.18,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,CHEPO,VACA DE CARNE PARA CEBA,2.03,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,COCLE,MEDIA CEBA CRUZADO DE LECHE,2.35,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,COCLE,MEDIA CEBA DE CARNE,2.5,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,COCLE,NOVILLA CRUZADA DE LECHE,2.2,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,COCLE,NOVILLA DE CARNE,2.26,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,COCLE,NOVILLO CRUZADO DE LECHE,2.43,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,COCLE,NOVILLO DE CARNE,2.46,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,COCLE,TERNERA CRUZADA DE LECHE,2.1,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,COCLE,TERNERA DE CARNE,2.27,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,COCLE,TERNERO CRUZADO DE LECHE,2.8,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,COCLE,TORO CRUZADO DE LECHE,2.3,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,COCLE,TORO DE CARNE,2.64,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,COCLE,VACA CRUZADA DE LECHE,2.17,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,COCLE,VACA CRUZADA DE LECHE PARA CEBA,1.4,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,COCLE,VACA DE CARNE,2.17,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,COCLE,VACA DE CARNE PARA CEBA,1.7,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,DARIEN,MEDIA CEBA CRUZADO DE LECHE,2.36,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,DARIEN,MEDIA CEBA DE CARNE,2.53,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,DARIEN,NOVILLA CRUZADA DE LECHE,2.2,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,DARIEN,NOVILLA DE CARNE,2.24,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,DARIEN,NOVILLO CRUZADO DE LECHE,2.44,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,DARIEN,NOVILLO DE CARNE,2.47,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,DARIEN,TERNERA CRUZADA DE LECHE,2.17,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,DARIEN,TERNERA DE CARNE,2.15,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,DARIEN,TERNERO CRUZADO DE LECHE,2.15,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,DARIEN,TERNERO DE CARNE,2.69,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,DARIEN,TORO CRUZADO DE LECHE,2.51,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,DARIEN,TORO DE CARNE,2.51,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,DARIEN,VACA CRUZADA DE LECHE,2.03,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,DARIEN,VACA CRUZADA DE LECHE PARA CEBA,1.83,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,DARIEN,VACA DE CARNE,2.18,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,DARIEN,VACA DE CARNE PARA CEBA,2.04,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,TORTI,MEDIA CEBA CRUZADO DE LECHE,2.41,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,TORTI,MEDIA CEBA DE CARNE,2.54,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,TORTI,NOVILLA CRUZADA DE LECHE,2.21,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,TORTI,NOVILLA DE CARNE,2.25,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,TORTI,NOVILLO CRUZADO DE LECHE,2.43,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,TORTI,NOVILLO DE CARNE,2.47,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,TORTI,TERNERA CRUZADA DE LECHE,2.17,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,TORTI,TERNERA DE CARNE,2.41,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,TORTI,TERNERO CRUZADO DE LECHE,2.38,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,TORTI,TERNERO DE CARNE,2.7,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,TORTI,TORO CRUZADO DE LECHE,2.51,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,TORTI,TORO DE CARNE,2.54,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,TORTI,VACA CRUZADA DE LECHE,2.1,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,TORTI,VACA CRUZADA DE LECHE PARA CEBA,1.87,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,TORTI,VACA DE CARNE,2.2,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,TORTI,VACA DE CARNE PARA CEBA,1.98,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,VERAGUAS,MEDIA CEBA CRUZADO DE LECHE,2.34,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,VERAGUAS,MEDIA CEBA DE CARNE,2.46,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,VERAGUAS,NOVILLA CRUZADA DE LECHE,2.18,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,VERAGUAS,NOVILLA DE CARNE,2.25,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,VERAGUAS,NOVILLO CRUZADO DE LECHE,2.44,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,VERAGUAS,NOVILLO DE CARNE,2.55,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,VERAGUAS,TERNERA CRUZADA DE LECHE,1.97,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,VERAGUAS,TERNERA DE CARNE,2.03,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,VERAGUAS,TERNERO CRUZADO DE LECHE,2.1,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,VERAGUAS,TERNERO DE CARNE,2.59,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,VERAGUAS,TORO CRUZADO DE LECHE,2.53,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,VERAGUAS,TORO DE CARNE,2.62,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,VERAGUAS,VACA CRUZADA DE LECHE,1.98,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,VERAGUAS,VACA CRUZADA DE LECHE PARA CEBA,1.93,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,VERAGUAS,VACA DE CARNE,2.22,del-16-12-24-al-20-12-24.pdf
16/12/2024,20/12/2024,VERAGUAS,VACA DE CARNE PARA CEBA,1.87,del-16-12-24-al-20-12-24.pdf
16/3/2020,20/3/2020,AZUERO,MEDIA CEBA CRUZADO DE LECHE,1.65,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,AZUERO,MEDIA CEBA DE CARNE,1.8,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,AZUERO,NOVILLA CRUZADA DE LECHE,1.6,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,AZUERO,NOVILLA DE CARNE,1.75,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,AZUERO,NOVILLO CRUZADO DE LECHE,1.76,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,AZUERO,NOVILLO DE CARNE,1.83,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,AZUERO,NOVILLO PARA TERMINAR CRUZADO DE LECHE,1.7,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,AZUERO,NOVILLO PARA TERMINAR DE CARNE,1.85,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,AZUERO,TERNERA CRUZADA DE LECHE,1.2,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,AZUERO,TERNERA DE CARNE,1.45,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,AZUERO,TERNERO CRUZADO DE LECHE,1.2,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,AZUERO,TERNERO DE CARNE,2.0,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,AZUERO,TORO CRUZADO DE LECHE,1.8,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,AZUERO,TORO DE CARNE,1.85,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,AZUERO,VACA CRUZADA DE LECHE,1.55,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,AZUERO,VACA CRUZADA DE LECHE PARA CEBA,1.4,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,AZUERO,VACA DE CARNE,1.6,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,AZUERO,VACA DE CARNE PARA CEBA,1.53,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,BAGALA,MEDIA CEBA DE CARNE,1.95,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,BAGALA,NOVILLA CRUZADA DE LECHE,1.5,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,BAGALA,NOVILLO PARA TERMINAR CRUZADO DE LECHE,1.7,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,BAGALA,NOVILLO PARA TERMINAR DE CARNE,1.94,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,BAGALA,TERNERA CRUZADA DE LECHE,1.3,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,BAGALA,TERNERA DE CARNE,1.45,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,BAGALA,VACA CRUZADA DE LECHE PARA CEBA,1.1,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,CHEPO,MEDIA CEBA CRUZADO DE LECHE,1.6,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,CHEPO,MEDIA CEBA DE CARNE,1.75,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,CHEPO,NOVILLA CRUZADA DE LECHE,1.5,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,CHEPO,NOVILLA DE CARNE,1.6,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,CHEPO,NOVILLO CRUZADO DE LECHE,1.65,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,CHEPO,NOVILLO DE CARNE,1.8,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,CHEPO,NOVILLO PARA TERMINAR CRUZADO DE LECHE,1.6,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,CHEPO,NOVILLO PARA TERMINAR DE CARNE,1.75,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,CHEPO,TERNERA CRUZADA DE LECHE,1.05,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,CHEPO,TERNERA DE CARNE,1.3,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,CHEPO,TERNERO CRUZADO DE LECHE,1.15,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,CHEPO,TERNERO DE CARNE,1.8,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,CHEPO,TORO CRUZADO DE LECHE,1.7,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,CHEPO,TORO DE CARNE,1.8,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,CHEPO,VACA CRUZADA DE LECHE,1.45,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,CHEPO,VACA CRUZADA DE LECHE PARA CEBA,1.0,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,CHEPO,VACA DE CARNE,1.55,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,CHEPO,VACA DE CARNE PARA CEBA,1.35,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,COCLE,MEDIA CEBA CRUZADO DE LECHE,1.58,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,COCLE,MEDIA CEBA DE CARNE,1.85,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,COCLE,NOVILLA CRUZADA DE LECHE,1.55,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,COCLE,NOVILLA DE CARNE,1.63,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,COCLE,NOVILLO CRUZADO DE LECHE,1.78,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,COCLE,NOVILLO DE CARNE,1.85,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,COCLE,NOVILLO PARA TERMINAR CRUZADO DE LECHE,1.65,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,COCLE,NOVILLO PARA TERMINAR DE CARNE,1.78,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,COCLE,TERNERA CRUZADA DE LECHE,1.1,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,COCLE,TERNERA DE CARNE,1.35,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,COCLE,TERNERO CRUZADO DE LECHE,1.4,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,COCLE,TERNERO DE CARNE,1.85,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,COCLE,TORO CRUZADO DE LECHE,1.75,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,COCLE,TORO DE CARNE,1.78,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,COCLE,VACA CRUZADA DE LECHE,1.5,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,COCLE,VACA CRUZADA DE LECHE PARA CEBA,1.15,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,COCLE,VACA DE CARNE,1.56,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,COCLE,VACA DE CARNE PARA CEBA,1.4,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,DARIEN,MEDIA CEBA CRUZADO DE LECHE,1.5,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,DARIEN,MEDIA CEBA DE CARNE,1.8,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,DARIEN,NOVILLA CRUZADA DE LECHE,1.5,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,DARIEN,NOVILLA DE CARNE,1.58,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,DARIEN,NOVILLO CRUZADO DE LECHE,1.6,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,DARIEN,NOVILLO DE CARNE,1.8,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,DARIEN,NOVILLO PARA TERMINAR CRUZADO DE LECHE,1.6,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,DARIEN,NOVILLO PARA TERMINAR DE CARNE,1.75,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,DARIEN,TERNERA CRUZADA DE LECHE,1.05,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,DARIEN,TERNERA DE CARNE,1.15,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,DARIEN,TERNERO CRUZADO DE LECHE,1.4,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,DARIEN,TERNERO DE CARNE,1.85,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,DARIEN,TORO CRUZADO DE LECHE,1.65,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,DARIEN,TORO DE CARNE,1.78,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,DARIEN,VACA CRUZADA DE LECHE,1.47,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,DARIEN,VACA CRUZADA DE LECHE PARA CEBA,1.1,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,DARIEN,VACA DE CARNE,1.55,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,DARIEN,VACA DE CARNE PARA CEBA,1.4,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,TORTI,MEDIA CEBA CRUZADO DE LECHE,1.45,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,TORTI,MEDIA CEBA DE CARNE,1.75,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,TORTI,NOVILLA CRUZADA DE LECHE,1.4,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,TORTI,NOVILLA DE CARNE,1.58,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,TORTI,NOVILLO CRUZADO DE LECHE,1.65,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,TORTI,NOVILLO DE CARNE,1.85,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,TORTI,NOVILLO PARA TERMINAR CRUZADO DE LECHE,1.4,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,TORTI,NOVILLO PARA TERMINAR DE CARNE,1.75,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,TORTI,TERNERA CRUZADA DE LECHE,1.05,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,TORTI,TERNERA DE CARNE,1.2,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,TORTI,TERNERO CRUZADO DE LECHE,1.0,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,TORTI,TERNERO DE CARNE,1.8,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,TORTI,TORO CRUZADO DE LECHE,1.65,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,TORTI,TORO DE CARNE,1.75,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,TORTI,VACA CRUZADA DE LECHE,1.4,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,TORTI,VACA CRUZADA DE LECHE PARA CEBA,1.0,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,TORTI,VACA DE CARNE,1.55,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,TORTI,VACA DE CARNE PARA CEBA,1.35,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,VERAGUAS,MEDIA CEBA CRUZADO DE LECHE,1.43,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,VERAGUAS,MEDIA CEBA DE CARNE,1.86,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,VERAGUAS,NOVILLA CRUZADA DE LECHE,1.5,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,VERAGUAS,NOVILLA DE CARNE,1.65,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,VERAGUAS,NOVILLO CRUZADO DE LECHE,1.75,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,VERAGUAS,NOVILLO DE CARNE,1.9,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,VERAGUAS,NOVILLO PARA TERMINAR CRUZADO DE LECHE,1.68,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,VERAGUAS,NOVILLO PARA TERMINAR DE CARNE,1.85,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,VERAGUAS,TERNERA CRUZADA DE LECHE,1.1,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,VERAGUAS,TERNERA DE CARNE,1.3,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,VERAGUAS,TERNERO CRUZADO DE LECHE,1.25,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,VERAGUAS,TERNERO DE CARNE,1.88,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,VERAGUAS,TORO CRUZADO DE LECHE,1.78,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,VERAGUAS,TORO DE CARNE,1.88,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,VERAGUAS,VACA CRUZADA DE LECHE,1.45,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,VERAGUAS,VACA CRUZADA DE LECHE PARA CEBA,1.3,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,VERAGUAS,VACA DE CARNE,1.57,del-16-3-20-al-20-3-20.pdf
16/3/2020,20/3/2020,VERAGUAS,VACA DE CARNE PARA CEBA,1.43,del-16-3-20-al-20-3-20.pdf
16/5/2022,20/5/2022,CHEPO,MEDIA CEBA CRUZADO DE LECHE,1.7,del-16-5-22-al-20-5-22.pdf
16/5/2022,20/5/2022,CHEPO,MEDIA CEBA DE CARNE,2.2,del-16-5-22-al-20-5-22.pdf
16/5/2022,20/5/2022,CHEPO,NOVILLA CRUZADA DE LECHE,1.75,del-16-5-22-al-20-5-22.pdf
16/5/2022,20/5/2022,CHEPO,NOVILLA DE CARNE,1.93,del-16-5-22-al-20-5-22.pdf
16/5/2022,20/5/2022,CHEPO,NOVILLO CRUZADO DE LECHE,2.0,del-16-5-22-al-20-5-22.pdf
16/5/2022,20/5/2022,CHEPO,NOVILLO DE CARNE,2.18,del-16-5-22-al-20-5-22.pdf
16/5/2022,20/5/2022,CHEPO,TERNERA CRUZADA DE LECHE,1.7,del-16-5-22-al-20-5-22.pdf
16/5/2022,20/5/2022,CHEPO,TERNERA DE CARNE,1.8,del-16-5-22-al-20-5-22.pdf
16/5/2022,20/5/2022,CHEPO,TERNERO CRUZADO DE LECHE,1.6,del-16-5-22-al-20-5-22.pdf
16/5/2022,20/5/2022,CHEPO,TERNERO DE CARNE,2.35,del-16-5-22-al-20-5-22.pdf
16/5/2022,20/5/2022,CHEPO,TORO CRUZADO DE LECHE,2.0,del-16-5-22-al-20-5-22.pdf
16/5/2022,20/5/2022,CHEPO,TORO DE CARNE,2.2,del-16-5-22-al-20-5-22.pdf
16/5/2022,20/5/2022,CHEPO,VACA CRUZADA DE LECHE,1.68,del-16-5-22-al-20-5-22.pdf
16/5/2022,20/5/2022,CHEPO,VACA CRUZADA DE LECHE PARA CEBA,1.35,del-16-5-22-al-20-5-22.pdf
16/5/2022,20/5/2022,CHEPO,VACA DE CARNE,1.8,del-16-5-22-al-20-5-22.pdf
16/5/2022,20/5/2022,CHEPO,VACA DE CARNE PARA CEBA,1.6,del-16-5-22-al-20-5-22.pdf
16/5/2022,20/5/2022,VERAGUAS,MEDIA CEBA CRUZADO DE LECHE,1.8,del-16-5-22-al-20-5-22.pdf
16/5/2022,20/5/2022,VERAGUAS,MEDIA CEBA DE CARNE,2.3,del-16-5-22-al-20-5-22.pdf
16/5/2022,20/5/2022,VERAGUAS,NOVILLA CRUZADA DE LECHE,1.75,del-16-5-22-al-20-5-22.pdf
16/5/2022,20/5/2022,VERAGUAS,NOVILLA DE CARNE,1.87,del-16-5-22-al-20-5-22.pdf
16/5/2022,20/5/2022,VERAGUAS,NOVILLO CRUZADO DE LECHE,2.0,del-16-5-22-al-20-5-22.pdf
16/5/2022,20/5/2022,VERAGUAS,NOVILLO DE CARNE,2.16,del-16-5-22-al-20-5-22.pdf
16/5/2022,20/5/2022,VERAGUAS,TERNERA CRUZADA DE LECHE,1.65,del-16-5-22-al-20-5-22.pdf
16/5/2022,20/5/2022,VERAGUAS,TERNERA DE CARNE,1.75,del-16-5-22-al-20-5-22.pdf
16/5/2022,20/5/2022,VERAGUAS,TERNERO CRUZADO DE LECHE,1.8,del-16-5-22-al-20-5-22.pdf
16/5/2022,20/5/2022,VERAGUAS,TERNERO DE CARNE,2.4,del-16-5-22-al-20-5-22.pdf
16/5/2022,20/5/2022,VERAGUAS,TORO CRUZADO DE LECHE,2.0,del-16-5-22-al-20-5-22.pdf
16/5/2022,20/5/2022,VERAGUAS,TORO DE CARNE,2.18,del-16-5-22-al-20-5-22.pdf
16/5/2022,20/5/2022,VERAGUAS,VACA CRUZADA DE LECHE,1.7,del-16-5-22-al-20-5-22.pdf
16/5/2022,20/5/2022,VERAGUAS,VACA CRUZADA DE LECHE PARA CEBA,1.4,del-16-5-22-al-20-5-22.pdf
16/5/2022,20/5/2022,VERAGUAS,VACA DE CARNE,1.8,del-16-5-22-al-20-5-22.pdf
16/5/2022,20/5/2022,VERAGUAS,VACA DE CARNE PARA CEBA,1.65,del-16-5-22-al-20-5-22.pdf
16/6/2025,20/6/2025,AZUERO,MEDIA CEBA CRUZADO DE LECHE,2.51,del-16-6-25-al-20-6-25.pdf
16/6/2025,20/6/2025,AZUERO,NOVILLA CRUZADA DE LECHE,2.25,del-16-6-25-al-20-6-25.pdf
16/6/2025,20/6/2025,AZUERO,NOVILLA DE CARNE,2.4,del-16-6-25-al-20-6-25.pdf
16/6/2025,20/6/2025,AZUERO,NOVILLO CRUZADO DE LECHE,2.55,del-16-6-25-al-20-6-25.pdf
16/6/2025,20/6/2025,AZUERO,NOVILLO DE CARNE,2.65,del-16-6-25-al-20-6-25.pdf
16/6/2025,20/6/2025,AZUERO,TERNERA CRUZADA DE LECHE,2.8,del-16-6-25-al-20-6-25.pdf
16/6/2025,20/6/2025,AZUERO,TORO CRUZADO DE LECHE,2.4,del-16-6-25-al-20-6-25.pdf
16/6/2025,20/6/2025,AZUERO,TORO DE CARNE,2.64,del-16-6-25-al-20-6-25.pdf
16/6/2025,20/6/2025,AZUERO,VACA CRUZADA DE LECHE,2.15,del-16-6-25-al-20-6-25.pdf
16/6/2025,20/6/2025,AZUERO,VACA CRUZADA DE LECHE PARA CEBA,1.3,del-16-6-25-al-20-6-25.pdf
